date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-03-02,California,9497125,12528070,6531816,7.35,24.04,2905711,16.53,31.71,391048,252715,6396,0.758
2021-03-01,California,9106077,11587650,6304718,6.95,23.05,2744770,15.96,29.33,285033,214479,5428,0.786
2021-02-28,California,8821044,11587650,6151911,6.61,22.32,2613260,15.57,29.33,254574,195368,4944,0.761
2021-02-27,California,8566470,11587650,6004784,6.34,21.68,2506318,15.2,29.33,255525,194965,4934,0.739
2021-02-26,California,8310945,11297300,5871818,6.03,21.03,2384283,14.86,28.59,246824,192335,4868,0.736
2021-02-25,California,8064121,10956910,5746607,5.73,20.41,2263406,14.54,27.73,188110,223997,5669,0.736
2021-02-24,California,7876011,10702330,5649200,5.5,19.93,2173394,14.3,27.09,147891,221857,5615,0.736
2021-02-23,California,7728120,10168620,5569473,5.33,19.56,2105613,14.1,25.74,123395,216733,5485,0.76
2021-02-22,California,7604725,9178020,5503523,5.18,19.25,2048326,13.93,23.23,151257,227005,5745,0.829
2021-02-21,California,7453468,9178020,5426591,5,18.86,1974488,13.73,23.23,251755,233297,5904,0.812
2021-02-20,California,7201713,9178020,5285256,4.72,18.23,1864867,13.38,23.23,237110,234166,5926,0.785
2021-02-19,California,6964603,9164130,5159868,4.44,17.63,1753917,13.06,23.19,468463,231928,5870,0.76
2021-02-18,California,6496140,8722400,4865151,4,16.44,1581541,12.31,22.08,173129,194468,4922,0.745
2021-02-17,California,6323011,8406525,4766592,3.82,16,1507829,12.06,21.28,112019,195102,4938,0.752
2021-02-16,California,6210992,8250650,4708607,3.68,15.72,1456222,11.92,20.88,195302,203788,5158,0.753
2021-02-15,California,,,,,,,,,195302,190404,4819,
2021-02-14,California,5820388,8059325,4493220,3.26,14.73,1287390,11.37,20.4,257835,190746,4828,0.722
2021-02-13,California,5562553,8051475,4345018,2.98,14.08,1178577,11,20.38,221449,203565,5152,0.691
2021-02-12,California,5341104,7963575,4222810,2.74,13.52,1081040,10.69,20.16,206240,202925,5136,0.671
2021-02-11,California,5134864,7822300,4108216,2.51,13,990128,10.4,19.8,177567,201580,5102,0.656
2021-02-10,California,4957297,7607100,3994969,2.35,12.55,928615,10.11,19.25,172819,183712,4649,0.652
2021-02-09,California,4784478,7385225,3880253,2.22,12.11,875340,9.82,18.69,101616,177237,4486,0.648
2021-02-08,California,4682862,6963500,3811715,2.15,11.85,847993,9.65,17.62,197696,175654,4446,0.672
2021-02-07,California,4485166,6963500,3653538,2.05,11.35,808832,9.25,17.62,347566,171402,4338,0.644
2021-02-06,California,4137600,6963500,3389906,1.84,10.47,727993,8.58,17.62,216968,148831,3767,0.594
2021-02-05,California,3920632,6773350,3228084,1.71,9.92,675027,8.17,17.14,196829,144296,3652,0.579
2021-02-04,California,3723803,6438225,3085932,1.58,9.42,625189,7.81,16.29,52487,139561,3532,0.578
2021-02-03,California,3671316,6343925,3044980,1.55,9.29,613845,7.71,16.06,127499,155950,3947,0.579
2021-02-02,California,3543817,5670500,2940488,1.5,8.97,592045,7.44,14.35,90533,156749,3967,0.625
2021-02-01,California,3453284,5666550,2861767,1.47,8.74,581985,7.24,14.34,167933,160379,4059,0.609
2021-01-31,California,3285351,5666550,2717530,1.42,8.32,558977,6.88,14.34,189570,155063,3924,0.58
2021-01-30,California,3095781,5666150,2563559,1.33,7.84,524350,6.49,14.34,185219,155366,3932,0.546
2021-01-29,California,2910562,5640225,2415659,1.23,7.37,487552,6.11,14.27,163686,158126,4002,0.516
2021-01-28,California,2746876,5547100,2281453,1.16,6.95,458585,5.77,14.04,167210,159000,4024,0.495
2021-01-27,California,2579666,5452575,2156029,1.06,6.53,417606,5.46,13.8,133089,149620,3787,0.473
2021-01-26,California,2446577,5340275,2053652,0.98,6.19,387563,5.2,13.52,115944,140878,3565,0.458
2021-01-25,California,2330633,4906525,1954048,0.94,5.9,371482,4.94,12.42,130725,138153,3496,0.475
2021-01-24,California,2199908,4906525,1838464,0.9,5.57,356382,4.65,12.42,191688,133316,3374,0.448
2021-01-23,California,2008220,4906525,1661683,0.86,5.08,341731,4.2,12.42,204541,119770,3031,0.409
2021-01-22,California,1803679,4714625,1477195,0.82,4.57,321839,3.74,11.93,169804,104389,2642,0.383
2021-01-21,California,1633875,4379500,1335886,0.74,4.14,293834,3.38,11.08,101546,94083,2381,0.373
2021-01-20,California,1532329,4169450,1255311,0.69,3.88,273276,3.18,10.55,71899,91549,2317,0.368
2021-01-19,California,1460430,3548575,1195969,0.66,3.7,260838,3.03,8.98,96867.75,92018,2329,0.412
2021-01-18,California,,,,,,,,,96867.75,91210,2308,
2021-01-17,California,,,,,,,,,96867.75,90079,2280,
2021-01-16,California,,,,,,,,,96867.75,88381,2237,
2021-01-15,California,1072959,3548575,865387,0.52,2.72,204374,2.19,8.98,97666,85553,2165,0.302
2021-01-14,California,975293,3540175,801998,,2.47,,2.03,8.96,83804,79496,2012,0.275
2021-01-13,California,891489,3435650,744545,0.34,2.26,133689,1.88,8.7,75188,75188,1903,0.259
2021-01-12,California,816301,3286050,703540,0.25,2.07,100089,1.78,8.32,,,,0.248
2021-03-03,Colorado,1462053,1847780,954209,8.67,25.39,499066,16.57,32.09,33199,27679,4806,0.791
2021-03-02,Colorado,1428854,1747350,935733,8.42,24.81,484907,16.25,30.34,15944,27913,4847,0.818
2021-03-01,Colorado,1412910,1700660,925066,8.33,24.54,479662,16.06,29.53,41333,25887,4495,0.831
2021-02-28,Colorado,1371577,1700660,901520,8.02,23.82,462155,15.66,29.53,46862,24202,4203,0.806
2021-02-27,Colorado,1324715,1700660,876943,7.65,23,440500,15.23,29.53,1532,22403,3890,0.779
2021-02-26,Colorado,1323183,1658660,876277,7.63,22.98,439634,15.22,28.8,28947,27248,4732,0.798
2021-02-25,Colorado,1294236,1597960,860120,7.41,22.47,426938,14.94,27.75,25934,34456,5983,0.81
2021-02-24,Colorado,1268302,1512970,847375,7.19,22.02,413803,14.72,26.27,34836,34876,6056,0.838
2021-02-23,Colorado,1233466,1417245,832798,6.84,21.42,393719,14.46,24.61,1767,33267,5777,0.87
2021-02-22,Colorado,1231699,1348800,831826,6.82,21.39,392925,14.44,23.42,29538,38285,6648,0.913
2021-02-21,Colorado,1202161,1348800,817009,6.57,20.88,378242,14.19,23.42,34266,39336,6831,0.891
2021-02-20,Colorado,1167895,1348800,800799,6.26,20.28,360392,13.91,23.42,35447,40331,7003,0.866
2021-02-19,Colorado,1132448,1332775,780757,6,19.66,345623,13.56,23.14,79407,41118,7140,0.85
2021-02-18,Colorado,1053041,1282300,724699,5.6,18.29,322769,12.58,22.27,28874,33990,5902,0.821
2021-02-17,Colorado,1024167,1230425,704742,5.46,17.78,314557,12.24,21.37,23570,33875,5882,0.832
2021-02-16,Colorado,1000597,1224575,686889,5.37,17.38,308992,11.93,21.26,36895,34720,6029,0.817
2021-02-15,Colorado,,,,,,,,,36895,30249,5253,
2021-02-14,Colorado,926807,1210475,631243,5.05,16.09,290991,10.96,21.02,41226,28130,4885,0.766
2021-02-13,Colorado,885581,1210475,609445,4.72,15.38,271661,10.58,21.02,40961,27246,4731,0.732
2021-02-12,Colorado,844620,1204800,586187,4.41,14.67,254037,10.18,20.92,29512,26131,4538,0.701
2021-02-11,Colorado,815108,1162775,570979,4.16,14.15,239804,9.92,20.19,28067,25169,4371,0.701
2021-02-10,Colorado,787041,1110575,557204,3.92,13.67,225626,9.68,19.28,29481,24274,4215,0.709
2021-02-09,Colorado,757560,1045000,542165,3.67,13.16,211328,9.41,18.15,5600,22316,3875,0.725
2021-02-08,Colorado,751960,991075,539961,3.61,13.06,207951,9.38,17.21,22065,23168,4023,0.759
2021-02-07,Colorado,729895,991075,528379,3.43,12.68,197523,9.18,17.21,35035,22952,3986,0.736
2021-02-06,Colorado,694860,991075,512024,3.11,12.07,178975,8.89,17.21,33157,21358,3709,0.701
2021-02-05,Colorado,661703,989075,495381,2.82,11.49,162511,8.6,17.18,22780,19975,3469,0.669
2021-02-04,Colorado,638923,983225,485332,2.6,11.1,149829,8.43,17.07,21798,20460,3553,0.65
2021-02-03,Colorado,617125,940800,472820,2.44,10.72,140610,8.21,16.34,15778,20371,3537,0.656
2021-02-02,Colorado,601347,871875,464938,2.31,10.44,132752,8.07,15.14,11560,20514,3562,0.69
2021-02-01,Colorado,589787,813400,455422,2.27,10.24,130738,7.91,14.12,20553,20272,3520,0.725
2021-01-31,Colorado,569234,813400,440576,2.17,9.88,125078,7.65,14.12,23878,19248,3342,0.7
2021-01-30,Colorado,545356,813400,423054,2.06,9.47,118770,7.35,14.12,23477,24010,4169,0.67
2021-01-29,Colorado,521879,813400,409939,1.88,9.06,108507,7.12,14.12,26173,20657,3587,0.642
2021-01-28,Colorado,495706,806950,394156,1.71,8.61,98663,6.84,14.01,21179,20359,3535,0.614
2021-01-27,Colorado,474527,775050,381679,1.57,8.24,90200,6.63,13.46,16781,19156,3326,0.612
2021-01-26,Colorado,457746,726450,372266,1.44,7.95,82946,6.46,12.62,9866,18208,3162,0.63
2021-01-25,Colorado,447880,692700,364889,1.4,7.78,80467,6.34,12.03,13384,18872,3277,0.647
2021-01-24,Colorado,434496,692700,355124,1.34,7.54,76902,6.17,12.03,57213,19033,3305,0.627
2021-01-23,Colorado,377283,692700,313211,1.08,6.55,62086,5.44,12.03,0,12934,2246,0.545
2021-01-22,Colorado,377283,671200,313217,1.08,6.55,62086,5.44,11.66,24089,15007,2606,0.562
2021-01-21,Colorado,353194,657250,296816,0.95,6.13,54474,5.15,11.41,12756,14070,2443,0.537
2021-01-20,Colorado,340438,631400,287174,0.89,5.91,51460,4.99,10.96,10146,14396,2500,0.539
2021-01-19,Colorado,330292,531775,278639,0.87,5.74,49897,4.84,9.23,14514.75,15123,2626,0.621
2021-01-18,Colorado,,,,,,,,,14514.75,15225,2644,
2021-01-17,Colorado,,,,,,,,,14514.75,15367,2668,
2021-01-16,Colorado,,,,,,,,,14514.75,15580,2705,
2021-01-15,Colorado,272233,531775,223761,0.82,4.73,47021,3.89,9.23,17527,15935,2767,0.512
2021-01-14,Colorado,254706,531775,209300,,4.42,,3.63,9.23,15041,15139,2629,0.479
2021-01-13,Colorado,239665,530800,198227,0.72,4.16,41271,3.44,9.22,15237,15237,2646,0.452
2021-01-12,Colorado,224428,516750,187838,0.63,3.9,36425,3.26,8.97,,,,0.434
2021-03-03,Connecticut,1061375,1309225,740054,8.71,29.77,310667,20.76,36.72,21221,21335,5984,0.811
2021-03-02,Connecticut,1040154,1281935,722628,8.61,29.17,306894,20.27,35.96,8849,21039,5901,0.811
2021-03-01,Connecticut,1031305,1198495,715456,8.56,28.93,305226,20.07,33.62,26838,21218,5951,0.861
2021-02-28,Connecticut,1004467,1198495,693595,8.42,28.17,300264,19.45,33.62,24256,20562,5767,0.838
2021-02-27,Connecticut,980211,1198495,674181,8.29,27.49,295458,18.91,33.62,26058,18913,5305,0.818
2021-02-26,Connecticut,954153,1190995,652910,8.15,26.76,290698,18.31,33.4,28207,18791,5271,0.801
2021-02-25,Connecticut,925946,1113035,629625,8.02,25.97,285804,17.66,31.22,13913,22680,6361,0.832
2021-02-24,Connecticut,912033,1099225,618330,7.94,25.58,283211,17.34,30.83,19151,24835,6966,0.83
2021-02-23,Connecticut,892882,1025755,602697,7.85,25.04,279804,16.9,28.77,10105,25963,7282,0.87
2021-02-22,Connecticut,882777,984275,595390,7.77,24.76,277009,16.7,27.61,22243,27122,7607,0.897
2021-02-21,Connecticut,860534,984275,579380,7.6,24.14,270792,16.25,27.61,12714,26547,7446,0.874
2021-02-20,Connecticut,847820,984275,572145,7.44,23.78,265343,16.05,27.61,25205,27579,7735,0.861
2021-02-19,Connecticut,822615,958925,558539,7.12,23.07,253770,15.67,26.9,55432,27991,7851,0.858
2021-02-18,Connecticut,767183,922075,525133,6.5,21.52,231795,14.73,25.86,28992,23848,6689,0.832
2021-02-17,Connecticut,738191,916075,509165,6.14,20.7,218777,14.28,25.69,27049,23349,6549,0.806
2021-02-16,Connecticut,711142,914075,494373,5.8,19.95,206920,13.87,25.64,18219,22403,6284,0.778
2021-02-15,Connecticut,,,,,,,,,18219,21501,6031,
2021-02-14,Connecticut,674704,854725,473106,5.38,18.92,191978,13.27,23.97,19938,20109,5640,0.789
2021-02-13,Connecticut,654766,847200,462710,5.14,18.37,183146,12.98,23.76,28088,19338,5424,0.773
2021-02-12,Connecticut,626678,814525,450204,4.71,17.58,167894,12.63,22.85,26429,17762,4982,0.769
2021-02-11,Connecticut,600249,812325,437058,4.34,16.84,154639,12.26,22.78,25499,16918,4745,0.739
2021-02-10,Connecticut,574750,801325,423296,4.01,16.12,142918,11.87,22.48,20428,15677,4397,0.717
2021-02-09,Connecticut,554322,800225,412601,3.74,15.55,133196,11.57,22.44,11908,14033,3936,0.693
2021-02-08,Connecticut,542414,740300,406697,3.57,15.21,127194,11.41,20.76,8473,13309,3733,0.733
2021-02-07,Connecticut,533941,740300,402227,3.45,14.98,123198,11.28,20.76,14541,13871,3891,0.721
2021-02-06,Connecticut,519400,740300,395554,3.24,14.57,115349,11.1,20.76,17053,14030,3935,0.702
2021-02-05,Connecticut,502347,668125,387627,2.98,14.09,106224,10.87,18.74,20521,14140,3966,0.752
2021-02-04,Connecticut,481826,666175,375795,2.74,13.51,97568,10.54,18.68,16818,14381,4034,0.723
2021-02-03,Connecticut,465008,608600,365975,2.54,13.04,90574,10.26,17.07,8918,14860,4168,0.764
2021-02-02,Connecticut,456090,574650,361495,2.43,12.79,86602,10.14,16.12,6837,16207,4546,0.794
2021-02-01,Connecticut,449253,578600,357588,2.35,12.6,83855,10.03,16.23,12411,16856,4728,0.776
2021-01-31,Connecticut,436842,578600,349879,2.23,12.25,79511,9.81,16.23,15651,16444,4612,0.755
2021-01-30,Connecticut,421191,578600,340886,2.07,11.81,73706,9.56,16.23,17821,16342,4584,0.728
2021-01-29,Connecticut,403370,577625,329149,1.9,11.31,67624,9.23,16.2,22210,16561,4645,0.698
2021-01-28,Connecticut,381160,571775,315317,1.67,10.69,59437,8.84,16.04,20169,16636,4666,0.667
2021-01-27,Connecticut,360991,543975,302710,1.46,10.12,51939,8.49,15.26,18348,16836,4722,0.664
2021-01-26,Connecticut,342643,515675,291257,1.27,9.61,45190,8.17,14.46,11379,16160,4533,0.664
2021-01-25,Connecticut,331264,492850,282674,1.19,9.29,42421,7.93,13.82,9527,16094,4514,0.672
2021-01-24,Connecticut,321737,492850,275126,1.14,9.02,40506,7.72,13.82,14941,16292,4570,0.653
2021-01-23,Connecticut,306796,492850,264042,1.04,8.6,37098,7.41,13.82,19356,15716,4408,0.622
2021-01-22,Connecticut,287440,477250,248753,0.93,8.06,33149,6.98,13.39,22733,14511,4070,0.602
2021-01-21,Connecticut,264707,435075,230913,0.8,7.42,28602,6.48,12.2,21567,13259,3719,0.608
2021-01-20,Connecticut,243140,430375,213145,0.7,6.82,25018,5.98,12.07,13616,11609,3256,0.565
2021-01-19,Connecticut,229524,328775,201664,0.65,6.44,23150,5.66,9.22,10914.5,11161,3130,0.698
2021-01-18,Connecticut,,,,,,,,,10914.5,11202,3142,
2021-01-17,Connecticut,,,,,,,,,10914.5,11260,3158,
2021-01-16,Connecticut,,,,,,,,,10914.5,11346,3182,
2021-01-15,Connecticut,185866,328775,166722,0.48,5.21,17162,4.68,9.22,13969,11490,3223,0.565
2021-01-14,Connecticut,171897,328675,156366,,4.82,,4.39,9.22,10022,10251,2875,0.523
2021-01-13,Connecticut,161875,315025,58920,0.15,4.54,5268,1.65,8.84,10480,10480,2939,0.514
2021-01-12,Connecticut,151395,250775,56350,0.12,4.25,4174,1.58,7.03,,,,0.604
2021-03-03,Delaware,237669,327635,152876,8.6,24.41,83782,15.7,33.65,12252,6833,7017,0.725
2021-03-02,Delaware,225417,323935,148497,7.8,23.15,75946,15.25,33.27,43,5543,5692,0.696
2021-03-01,Delaware,225374,291815,148491,7.8,23.14,75909,15.25,29.97,6062,5925,6085,0.772
2021-02-28,Delaware,219312,291815,146867,7.34,22.52,71482,15.08,29.97,6573,5482,5630,0.752
2021-02-27,Delaware,212739,291815,143880,6.97,21.85,67915,14.78,29.97,8994,4591,4715,0.729
2021-02-26,Delaware,203745,291715,140833,6.37,20.92,61985,14.46,29.96,8211,4063,4172,0.698
2021-02-25,Delaware,195534,289515,137830,5.83,20.08,56790,14.15,29.73,5698,5098,5235,0.675
2021-02-24,Delaware,189836,274055,135908,5.44,19.5,53019,13.96,28.14,3217,4961,5095,0.693
2021-02-23,Delaware,186619,247115,135175,5.19,19.16,50546,13.88,25.38,2718,4890,5022,0.755
2021-02-22,Delaware,183901,204200,134698,4.96,18.89,48311,13.83,20.97,2961,4927,5060,0.901
2021-02-21,Delaware,180940,204200,133251,4.81,18.58,46803,13.68,20.97,340,4929,5062,0.886
2021-02-20,Delaware,180600,204200,133187,4.78,18.55,46527,13.68,20.97,5295,5500,5648,0.884
2021-02-19,Delaware,175305,204200,130818,4.48,18,43614,13.43,20.97,15460,5531,5680,0.858
2021-02-18,Delaware,159845,189050,121487,3.85,16.42,37499,12.48,19.41,4734,3782,3884,0.846
2021-02-17,Delaware,155111,189050,118666,3.66,15.93,35601,12.19,19.41,2724,3571,3667,0.82
2021-02-16,Delaware,152387,189050,117600,3.49,15.65,34002,12.08,19.41,2975,3552,3648,0.806
2021-02-15,Delaware,,,,,,,,,2975,3252,3340,
2021-02-14,Delaware,146437,188075,114564,3.19,15.04,31095,11.76,19.31,4334,3287,3376,0.779
2021-02-13,Delaware,142103,188075,111918,3.02,14.59,29423,11.49,19.31,5512,3375,3466,0.756
2021-02-12,Delaware,136591,188075,108096,2.85,14.03,27742,11.1,19.31,3221,3195,3281,0.726
2021-02-11,Delaware,133370,182225,105760,2.76,13.7,26864,10.86,18.71,3254,3227,3314,0.732
2021-02-10,Delaware,130116,183250,103319,2.68,13.36,26054,10.61,18.82,2593,3225,3312,0.71
2021-02-09,Delaware,127523,162525,101383,2.61,13.1,25405,10.41,16.69,873,3393,3484,0.785
2021-02-08,Delaware,126650,161525,100736,2.59,13.01,25179,10.34,16.59,3222,3422,3514,0.784
2021-02-07,Delaware,123428,161525,98450,2.49,12.68,24245,10.11,16.59,4953,3353,3443,0.764
2021-02-06,Delaware,118475,161525,94962,2.34,12.17,22791,9.75,16.59,4249,3709,3809,0.733
2021-02-05,Delaware,114226,161525,92265,2.18,11.73,21264,9.48,16.59,3442,3847,3951,0.707
2021-02-04,Delaware,110784,161525,89727,2.09,11.38,20394,9.21,16.59,3240,4071,4181,0.686
2021-02-03,Delaware,107544,154700,88325,1.91,11.04,18568,9.07,15.89,3774,4299,4415,0.695
2021-02-02,Delaware,103770,143775,85143,1.85,10.66,18040,8.74,14.76,1073,5038,5174,0.722
2021-02-01,Delaware,102697,143775,84482,1.81,10.55,17628,8.68,14.76,2743,5112,5250,0.714
2021-01-31,Delaware,99954,143775,82970,1.68,10.26,16397,8.52,14.76,7445,5110,5248,0.695
2021-01-30,Delaware,92509,143775,76980,1.54,9.5,14956,7.9,14.76,5209,4641,4766,0.643
2021-01-29,Delaware,87300,143775,72684,1.46,8.96,14210,7.46,14.76,5011,4720,4847,0.607
2021-01-28,Delaware,82289,141825,68959,1.35,8.45,13121,7.08,14.56,4840,4703,4830,0.58
2021-01-27,Delaware,77449,140850,64952,1.27,7.95,12352,6.67,14.46,8942,4544,4666,0.55
2021-01-26,Delaware,68507,129250,56646,1.2,7.03,11724,5.82,13.27,1593,3707,3807,0.53
2021-01-25,Delaware,66914,116325,55131,1.2,6.87,11647,5.66,11.95,2728,3889,3994,0.575
2021-01-24,Delaware,64186,116325,52586,1.18,6.59,11464,5.4,11.95,4163,3909,4014,0.552
2021-01-23,Delaware,60023,116325,49442,1.07,6.16,10448,5.08,11.95,5766,3724,3824,0.516
2021-01-22,Delaware,54257,116325,45292,0.91,5.57,8847,4.65,11.95,4888,3310,3399,0.466
2021-01-21,Delaware,49369,106600,41900,0.76,5.07,7355,4.3,10.95,3729,2611,2681,0.463
2021-01-20,Delaware,45640,100375,38610,0.71,4.69,6919,3.96,10.31,3083,2461,2527,0.455
2021-01-19,Delaware,42557,91250,35679,0.7,4.37,6768,3.66,9.37,2866.75,2307,2369,0.466
2021-01-18,Delaware,,,,,,,,,2866.75,2213,2273,
2021-01-17,Delaware,,,,,,,,,2866.75,2083,2139,
2021-01-16,Delaware,,,,,,,,,2866.75,1887,1938,
2021-01-15,Delaware,31090,91250,25649,0.55,3.19,5354,2.63,9.37,0,1560,1602,0.341
2021-01-14,Delaware,31090,91250,25649,,3.19,,2.63,9.37,2677,2340,2403,0.341
2021-01-13,Delaware,28413,91250,16647,0.42,2.92,4050,1.71,9.37,2003,2003,2057,0.311
2021-01-12,Delaware,26410,88325,15911,0.29,2.71,2784,1.63,9.07,,,,0.299
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2021-03-03,District of Columbia,202090,310065,131466,9.93,28.64,70091,18.63,43.93,2878,4535,6426,0.652
2021-03-02,District of Columbia,199212,296805,129734,9.77,28.23,68955,18.38,42.06,1165,4641,6576,0.671
2021-03-01,District of Columbia,198047,284655,129157,9.69,28.06,68370,18.3,40.33,3301,4834,6849,0.696
2021-02-28,District of Columbia,194746,284655,127752,9.42,27.59,66481,18.1,40.33,9998,4582,6492,0.684
2021-02-27,District of Columbia,184748,284655,120539,9.03,26.18,63706,17.08,40.33,8704,3587,5083,0.649
2021-02-26,District of Columbia,176044,280955,116035,8.44,24.94,59551,16.44,39.81,3014,2705,3833,0.627
2021-02-25,District of Columbia,173030,272005,114383,8.25,24.52,58201,16.21,38.54,2687,6085,8622,0.636
2021-02-24,District of Columbia,170343,269005,113188,8.04,24.14,56711,16.04,38.12,3619,5983,8478,0.633
2021-02-23,District of Columbia,166724,249315,110923,7.85,23.62,55413,15.72,35.33,2517,5746,8142,0.669
2021-02-22,District of Columbia,164207,225125,109636,7.68,23.27,54187,15.53,31.9,1533,5757,8157,0.729
2021-02-21,District of Columbia,162674,225125,109045,7.54,23.05,53244,15.45,31.9,3034,5909,8373,0.723
2021-02-20,District of Columbia,159640,225125,107751,7.31,22.62,51565,15.27,31.9,2529,6197,8781,0.709
2021-02-19,District of Columbia,157111,225125,106692,7.1,22.26,50145,15.12,31.9,26674,6143,8704,0.698
2021-02-18,District of Columbia,130437,193900,88924,5.85,18.48,41311,12.6,27.47,1977,2674,3789,0.673
2021-02-17,District of Columbia,128460,193900,88287,5.66,18.2,39973,12.51,27.47,1960,2855,4045,0.663
2021-02-16,District of Columbia,126500,193900,87243,5.54,17.92,39060,12.36,27.47,2593.5,2575,3649,0.652
2021-02-15,District of Columbia,,,,,,,,,2593.5,2204,3123,
2021-02-14,District of Columbia,121313,193900,84740,5.16,17.19,36388,12.01,27.47,5052,2213,3136,0.626
2021-02-13,District of Columbia,116261,193900,81699,4.87,16.47,34388,11.58,27.47,2151,2033,2881,0.6
2021-02-12,District of Columbia,114110,193800,80772,4.7,16.17,33167,11.44,27.46,2390,2178,3086,0.589
2021-02-11,District of Columbia,111720,193600,79776,4.5,15.83,31786,11.3,27.43,3245,2518,3568,0.577
2021-02-10,District of Columbia,108475,179725,75351,3.82,15.37,26957,10.68,25.47,0,3344,4738,0.604
2021-02-09,District of Columbia,108475,166950,75351,3.82,15.37,26957,10.68,23.66,0,3560,5044,0.65
2021-02-08,District of Columbia,108475,166950,75351,3.82,15.37,26957,10.68,23.66,2656,3708,5254,0.65
